month,rank,make,model,units,share_pct
2025-11,48,BMW,iX,4,0.07
2025-11,49,Mercedes Benz,G-Class,4,0.07
2025-11,50,BMW,i7,3,0.06
2025-11,51,iCaur,iCaur V23,3,0.06
2025-11,52,Audi,E-tron,2,0.04
2025-11,53,Audi,RS e-tron GT,2,0.04
2025-11,54,BMW,iX3,2,0.04
2025-11,55,Mercedes Benz,EQA,2,0.04
2025-11,56,Mercedes Benz,EQE,2,0.04
2025-11,57,GAC Aion,Y Plus Premium,1,0.02
2025-11,58,Mercedes Benz,EQS,1,0.02
2025-11,59,Mercedes Benz,Unknown,1,0.02
2025-11,60,Nissan,Leaf,1,0.02
2025-11,61,Weststar Maxus,MIFA 9,1,0.02
2025-12,1,Proton,e.MAS 7,937,11.54
2025-12,2,Tesla,Model Y,911,11.22
2025-12,3,Tesla,Model 3,903,11.12
2025-12,4,BYD,Sealion,885,10.89
2025-12,5,Zeekr,7X,679,8.36
2025-12,6,BYD,Atto 3,500,6.16
2025-12,7,BYD,Seal 6,455,5.6
2025-12,8,BYD,Atto 2,443,5.45
2025-12,9,iCaur,iCaur 03,276,3.4
2025-12,10,Denza,D9,198,2.44
2025-12,11,BYD,M6,187,2.3
2025-12,12,Smart,Brabus,178,2.19
2025-12,13,Proton,e.MAS 5,169,2.08
2025-12,14,Zeekr,009,149,1.83
2025-12,15,Xpeng,G6,122,1.5
2025-12,16,Great Wall,Ora,85,1.05
2025-12,17,Xpeng,X9,80,0.98
2025-12,18,BYD,Seal,67,0.82
2025-12,19,Leapmotor,C10,63,0.78
2025-12,20,Dong Feng,Box E3,56,0.69
2025-12,21,Porsche,Taycan,50,0.62
2025-12,22,BMW,i4,45,0.55
2025-12,23,Mercedes Benz,EQS,41,0.5
2025-12,24,Mini,Aceman,41,0.5
2025-12,25,Honda,e:N1,39,0.48
2025-12,26,iCaur,iCaur V23,38,0.47
2025-12,27,MG,S5,37,0.46
2025-12,28,Weststar Maxus,T90,37,0.46
2025-12,29,Porsche,Macan,34,0.42
2025-12,30,MG,MG4,32,0.39
2025-12,31,Chery,Omoda 5,29,0.36
2025-12,32,Audi,Q8,25,0.31
2025-12,33,Lexus,RZ,22,0.27
2025-12,34,BMW,iX2,21,0.26
2025-12,35,MG,Cyberster,21,0.26
2025-12,36,Mini,John Cooper Works,21,0.26
2025-12,37,Perodua,QV-E,20,0.25
2025-12,38,BMW,iX,17,0.21
2025-12,39,Leapmotor,B10,16,0.2
2025-12,40,Volvo,EC40,16,0.2
2025-12,41,BMW,i7,14,0.17
2025-12,42,BMW,iX1,14,0.17
2025-12,43,Lotus,Emeya,14,0.17
2025-12,44,Zeekr,X,14,0.17
2025-12,45,Lotus,Eletre,13,0.16
2025-12,46,Mini,Cooper,13,0.16
2025-12,47,BMW,i5,12,0.15
2025-12,48,Mini,Countryman,12,0.15
2025-12,49,Volvo,EX30,10,0.12
2025-12,50,Neta,X,8,0.1
2025-12,51,Mercedes Benz,EQA,7,0.09
2025-12,52,Neta,V,7,0.09
2025-12,53,Rolls Royce,Spectre,7,0.09
2025-12,54,GAC Aion,Y Plus Standard,6,0.07
2025-12,55,TQ Wuling,Bingo,6,0.07
2025-12,56,Volvo,EX90,6,0.07
2025-12,57,Weststar Maxus,MIFA 9,3,0.04
2025-12,58,BMW,iX3,2,0.02
2025-12,59,Hyundai,Ioniq 5,2,0.02
2025-12,60,GAC Aion,V Luxury,1,0.01
2025-12,61,GAC Aion,Y Plus Premium,1,0.01
2025-12,62,Hyundai,Ioniq 9,1,0.01
2025-12,63,Mercedes Benz,EQB,1,0.01
2025-12,64,Mercedes Benz,EQC,1,0.01
2025-12,65,Mercedes Benz,EQV,1,0.01
2025-12,66,Mercedes Benz,G-Class,1,0.01
2025-12,67,Volkswagen,ID.Buzz,1,0.01
2026-01,1,Proton,e.MAS 5,3068,49.17
2026-01,2,Zeekr,7X,426,6.83
2026-01,3,BYD,Atto 3,389,6.23
2026-01,4,iCaur,iCaur V23,268,4.3
2026-01,5,Proton,e.MAS 7,208,3.33
2026-01,6,BYD,Sealion,196,3.14
2026-01,7,BYD,Seal 6,195,3.13
2026-01,8,iCaur,iCaur 03,183,2.93
2026-01,9,Leapmotor,B10,100,1.6
2026-01,10,Tesla,Model 3,91,1.46
2026-01,11,MG,MG4,85,1.36
2026-01,12,Tesla,Model Y,85,1.36
2026-01,13,Mercedes Benz,EQS,80,1.28
2026-01,14,MG,S5,78,1.25
2026-01,15,Xpeng,G6,72,1.15
2026-01,16,Leapmotor,C10,71,1.14
2026-01,17,Zeekr,009,59,0.95
2026-01,18,BYD,Atto 2,56,0.9
2026-01,19,Denza,D9,55,0.88
2026-01,20,BYD,M6,53,0.85
2026-01,21,Great Wall,Ora,51,0.82
2026-01,22,Dong Feng,Box E3,40,0.64
2026-01,23,Smart,Brabus,38,0.61
2026-01,24,TQ Wuling,Bingo,35,0.56
2026-01,25,Porsche,Taycan,27,0.43
2026-01,26,Xpeng,X9,25,0.4
2026-01,27,BYD,Seal,24,0.38
2026-01,28,Lexus,RZ,19,0.3
2026-01,29,Chery,Omoda 5,12,0.19
2026-01,30,Neta,V,12,0.19
2026-01,31,Neta,X,12,0.19
2026-01,32,Volvo,ES90,12,0.19
2026-01,33,BMW,iX2,11,0.18
2026-01,34,Volvo,EC40,11,0.18
2026-01,35,BMW,i4,9,0.14
2026-01,36,BMW,i5,8,0.13
2026-01,37,BMW,i7,7,0.11
2026-01,38,MG,Cyberster,6,0.1
2026-01,39,Mini,Aceman,6,0.1
2026-01,40,Mini,Cooper,6,0.1
2026-01,41,Mini,Countryman,6,0.1
2026-01,42,Mini,John Cooper Works,5,0.08
2026-01,43,Porsche,Macan,5,0.08
2026-01,44,BMW,iX,4,0.06
2026-01,45,Rolls Royce,Spectre,4,0.06
2026-01,46,Zeekr,X,4,0.06
2026-01,47,Mercedes Benz,EQA,3,0.05
2026-01,48,Volvo,EX30,3,0.05
2026-01,49,Dong Feng,007,2,0.03
2026-01,50,Kia,EV9,2,0.03
2026-01,51,Lotus,Eletre,2,0.03
2026-01,52,Audi,Q8,1,0.02
2026-01,53,BMW,iX3,1,0.02
2026-01,54,Dong Feng,Vigo,1,0.02
2026-01,55,GAC Aion,Y Plus Standard,1,0.02
2026-01,56,Honda,e:N1,1,0.02
2026-01,57,Lotus,Emeya,1,0.02
2026-01,58,Renault,Twizy,1,0.02
2026-01,59,Volvo,EX90,1,0.02
2026-01,60,Volvo,XC40,1,0.02
2026-01,61,Weststar Maxus,MIFA 9,1,0.02
2026-02,1,Proton,e.MAS 5,1562,42.97
2026-02,2,Proton,e.MAS 7,240,6.6
2026-02,3,iCaur,iCaur V23,179,4.92
2026-02,4,BYD,Atto 3,169,4.65
2026-02,5,MG,MG4,144,3.96
2026-02,6,Zeekr,7X,142,3.91
2026-02,7,iCaur,iCaur 03,115,3.16
2026-02,8,BYD,Seal 6,110,3.03
2026-02,9,BYD,Sealion,107,2.94
2026-02,10,Tesla,Model 3,104,2.86
2026-02,11,TQ Wuling,Bingo,66,1.82
2026-02,12,MG,S5,58,1.6
2026-02,13,Xpeng,G6,52,1.43
2026-02,14,Zeekr,009,48,1.32
2026-02,15,Leapmotor,C10,47,1.29
2026-02,16,BYD,M6,44,1.21
2026-02,17,Leapmotor,B10,43,1.18
2026-02,18,Tesla,Model Y,40,1.1
2026-02,19,Great Wall,Ora,30,0.83
2026-02,20,Mercedes Benz,EQS,30,0.83
2026-02,21,Dong Feng,Box E3,26,0.72
2026-02,22,Smart,Brabus,25,0.69
2026-02,23,Xpeng,X9,23,0.63
2026-02,24,BYD,Atto 2,20,0.55
2026-02,25,BYD,Seal,19,0.52
2026-02,26,Denza,D9,17,0.47
2026-02,27,Volvo,EX30,17,0.47
2026-02,28,Volvo,ES90,15,0.41
2026-02,29,Honda,e:N1,11,0.3
2026-02,30,Mini,Aceman,11,0.3
2026-02,31,Volvo,EC40,11,0.3
2026-02,32,BMW,iX,9,0.25
2026-02,33,Chery,Omoda 5,9,0.25
2026-02,34,Mini,John Cooper Works,9,0.25
2026-02,35,BMW,i4,8,0.22
2026-02,36,BMW,i5,8,0.22
2026-02,37,Kia,EV9,7,0.19
2026-02,38,Neta,X,7,0.19
2026-02,39,Porsche,Macan,7,0.19
2026-02,40,Mini,Cooper,6,0.17
2026-02,41,Audi,Q8,5,0.14
2026-02,42,BMW,iX2,4,0.11
2026-02,43,Lexus,RZ,4,0.11
2026-02,44,Mini,Countryman,4,0.11
2026-02,45,Porsche,Taycan,4,0.11
2026-02,46,Volvo,EX90,3,0.08
2026-02,47,BMW,i7,2,0.06
2026-02,48,Lotus,Emeya,2,0.06
2026-02,49,MG,Cyberster,2,0.06
2026-02,50,MG,ZS,2,0.06
2026-02,51,Neta,V,2,0.06
2026-02,52,BMW,iX1,1,0.03
2026-02,53,JAC,T9,1,0.03
2026-02,54,Lotus,Eletre,1,0.03
2026-02,55,Mercedes Benz,EQV,1,0.03
2026-02,56,Perodua,QV-E,1,0.03
2026-02,57,Zeekr,X,1,0.03
2026-03,1,Proton,e.MAS 5,2071,43.91
2026-03,2,BYD,Atto 3,441,9.35
2026-03,3,Proton,e.MAS 7,306,6.49
2026-03,4,Tesla,Model Y,179,3.79
2026-03,5,iCaur,iCaur V23,160,3.39
2026-03,6,Tesla,Model 3,159,3.37
2026-03,7,Zeekr,7X,128,2.71
2026-03,8,BYD,Sealion,126,2.67
2026-03,9,BYD,Seal 6,125,2.65
2026-03,10,MG,MG4,104,2.2
2026-03,11,iCaur,iCaur 03,97,2.06
2026-03,12,BYD,Atto 2,82,1.74
2026-03,13,BYD,M6,76,1.61
2026-03,14,TQ Wuling,Bingo,49,1.04
2026-03,15,Zeekr,009,46,0.98
2026-03,16,Leapmotor,B10,45,0.95
2026-03,17,Xpeng,G6,45,0.95
2026-03,18,Volvo,EX30,35,0.74
2026-03,19,Honda,e:N1,34,0.72
2026-03,20,BYD,Seal,29,0.61
2026-03,21,Denza,D9,27,0.57
2026-03,22,Volvo,EC40,27,0.57
2026-03,23,Xpeng,X9,27,0.57
2026-03,24,Great Wall,Ora,26,0.55
2026-03,25,Dong Feng,Box E3,23,0.49
2026-03,26,BMW,i4,21,0.45
2026-03,27,BMW,iX,20,0.42
2026-03,28,Volvo,ES90,19,0.4
2026-03,29,BMW,i5,18,0.38
2026-03,30,Smart,Brabus,18,0.38
2026-03,31,Mercedes Benz,EQS,17,0.36
2026-03,32,Leapmotor,C10,15,0.32
2026-03,33,Perodua,QV-E,11,0.23
2026-03,34,Mini,Countryman,9,0.19
2026-03,35,Volvo,EX90,9,0.19
2026-03,36,Chery,Omoda 5,8,0.17
2026-03,37,Neta,V,8,0.17
2026-03,38,Porsche,Macan,8,0.17
2026-03,39,Mini,Cooper,7,0.15
2026-03,40,MG,S5,6,0.13
2026-03,41,Mini,Aceman,6,0.13
2026-03,42,Porsche,Taycan,6,0.13
2026-03,43,BMW,iX2,5,0.11
2026-03,44,Neta,X,5,0.11
2026-03,45,Kia,EV9,4,0.08
2026-03,46,Mini,John Cooper Works,4,0.08
2026-03,47,JAC,T9,3,0.06
2026-03,48,Zeekr,X,3,0.06
2026-03,49,Audi,Q8,2,0.04
2026-03,50,BMW,i7,2,0.04
2026-03,51,GAC Aion,Y Plus Premium,2,0.04
2026-03,52,GAC Aion,Y Plus Standard,2,0.04
2026-03,53,Toyota,bZ4X,2,0.04
2026-03,54,Audi,E-tron,1,0.02
2026-03,55,Audi,SQ8,1,0.02
2026-03,56,BMW,iX1,1,0.02
2026-03,57,Lotus,Eletre,1,0.02
2026-03,58,Lotus,Emeya,1,0.02
2026-03,59,MG,Cyberster,1,0.02
2026-03,60,MG,ZS,1,0.02
2026-03,61,Mercedes Benz,EQA,1,0.02
2026-03,62,Mercedes Benz,EQE,1,0.02
2026-03,63,Nissan,Leaf,1,0.02
2026-04,1,Proton,e.MAS 5,1772,30.06
2026-04,2,BYD,Atto 3,778,13.2
2026-04,3,Proton,e.MAS 7,636,10.79
2026-04,4,iCaur,iCaur V23,365,6.19
2026-04,5,Zeekr,7X,303,5.14
2026-04,6,BYD,Seal 6,239,4.05
2026-04,7,iCaur,iCaur 03,182,3.09
2026-04,8,BYD,Sealion,163,2.77
2026-04,9,BYD,Atto 2,115,1.95
2026-04,10,Tesla,Model 3,105,1.78
2026-04,11,Xpeng,G6,105,1.78
2026-04,12,BYD,M6,98,1.66
2026-04,13,TQ Wuling,Bingo,91,1.54
2026-04,14,Leapmotor,B10,86,1.46
2026-04,15,MG,MG4,81,1.37
2026-04,16,Great Wall,Ora,70,1.19
2026-04,17,Tesla,Model Y,67,1.14
2026-04,18,Perodua,QV-E,52,0.88
2026-04,19,Zeekr,009,51,0.87
2026-04,20,Denza,D9,45,0.76
2026-04,21,Xpeng,X9,45,0.76
2026-04,22,Toyota,bZ4X,34,0.58
2026-04,23,BMW,i4,31,0.53
2026-04,24,Dong Feng,Box E3,31,0.53
2026-04,25,Mini,Cooper,28,0.48
2026-04,26,Smart,Brabus,26,0.44
2026-04,27,Leapmotor,C10,22,0.37
2026-04,28,Mini,John Cooper Works,22,0.37
2026-04,29,Volvo,EC40,21,0.36
2026-04,30,BYD,Seal,20,0.34
2026-04,31,Mini,Aceman,17,0.29
2026-04,32,Chery,Omoda 5,15,0.25
2026-04,33,Volvo,ES90,13,0.22
2026-04,34,BMW,iX,12,0.2
2026-04,35,BMW,iX2,12,0.2
2026-04,36,Mini,Countryman,12,0.2
2026-04,37,BMW,i5,11,0.19
2026-04,38,Honda,e:N1,11,0.19
2026-04,39,Volvo,EX30,11,0.19
2026-04,40,Mercedes Benz,EQS,10,0.17
2026-04,41,Neta,X,10,0.17
2026-04,42,MG,S5,9,0.15
2026-04,43,Porsche,Macan,9,0.15
2026-04,44,Neta,V,8,0.14
2026-04,45,Volvo,EX90,8,0.14
2026-04,46,GAC Aion,Y Plus Standard,7,0.12
2026-04,47,Toyota,Hilux,6,0.1
2026-04,48,BMW,iX1,4,0.07
2026-04,49,Porsche,Taycan,4,0.07
2026-04,50,BMW,i7,3,0.05
2026-04,51,GAC Aion,Y Plus Premium,3,0.05
2026-04,52,Weststar Maxus,MIFA 9,3,0.05
2026-04,53,Zeekr,X,3,0.05
2026-04,54,Lotus,Emeya,2,0.03
2026-04,55,MG,Cyberster,2,0.03
2026-04,56,Mini,Convertible,2,0.03
2026-04,57,EVEasy,Elight,1,0.02
2026-04,58,Lotus,Eletre,1,0.02
2026-04,59,Volkswagen,ID.Buzz,1,0.02
2026-05,1,Proton,e.MAS 7,896,17.78
2026-05,2,Proton,e.MAS 5,883,17.53
2026-05,3,iCaur,iCaur V23,397,7.88
2026-05,4,Zeekr,7X,355,7.05
2026-05,5,BYD,Seal 6,268,5.32
2026-05,6,BYD,Sealion,242,4.8
2026-05,7,BYD,Atto 2,208,4.13
2026-05,8,Leapmotor,B10,149,2.96
2026-05,9,Xpeng,G6,144,2.86
2026-05,10,iCaur,iCaur 03,125,2.48
2026-05,11,Tesla,Model Y,104,2.06
2026-05,12,MG,S5,102,2.02
2026-05,13,TQ Wuling,Bingo,100,1.98
2026-05,14,BYD,Atto 3,96,1.91
2026-05,15,Tesla,Model 3,93,1.85
2026-05,16,Leapmotor,C10,88,1.75
2026-05,17,Perodua,QV-E,80,1.59
2026-05,18,BYD,M6,73,1.45
2026-05,19,Great Wall,Ora,56,1.11
2026-05,20,Zeekr,009,56,1.11
2026-05,21,Dong Feng,Box E3,54,1.07
2026-05,22,BYD,Seal,38,0.75
2026-05,23,Xpeng,X9,35,0.69
2026-05,24,Denza,D9,34,0.67
2026-05,25,MG,MG4,33,0.66
2026-05,26,Mini,John Cooper Works,31,0.62
2026-05,27,BMW,iX1,25,0.5
2026-05,28,GAC Aion,Y Plus Standard,22,0.44
2026-05,29,Chery,Omoda 5,19,0.38
2026-05,30,Volvo,EX30,18,0.36
2026-05,31,BMW,i4,17,0.34
2026-05,32,Mini,Aceman,16,0.32
2026-05,33,Honda,e:N1,15,0.3
2026-05,34,Mini,Cooper,15,0.3
2026-05,35,GAC Aion,Y Plus Premium,14,0.28
2026-05,36,Porsche,Macan,14,0.28
2026-05,37,Neta,X,12,0.24
2026-05,38,Smart,Brabus,12,0.24
2026-05,39,Volvo,ES90,12,0.24
2026-05,40,Mini,Countryman,10,0.2
2026-05,41,Volvo,EC40,10,0.2
2026-05,42,BMW,iX2,9,0.18
2026-05,43,BMW,i5,8,0.16
2026-05,44,Porsche,Taycan,8,0.16
2026-05,45,BMW,iX,6,0.12
2026-05,46,Lotus,Eletre,6,0.12
2026-05,47,Dong Feng,007,4,0.08
2026-05,48,Neta,V,4,0.08
2026-05,49,Dong Feng,Vigo,3,0.06
2026-05,50,MG,Cyberster,3,0.06
2026-05,51,Hycann,Z03,2,0.04
2026-05,52,Lotus,Emeya,2,0.04
2026-05,53,Mercedes Benz,EQS,2,0.04
2026-05,54,Toyota,bZ4X,2,0.04
2026-05,55,Weststar Maxus,MIFA 9,2,0.04
2026-05,56,Zeekr,X,2,0.04
2026-05,57,Cam,EA4,1,0.02
2026-05,58,GAC Aion,V Elite,1,0.02
2026-05,59,Toyota,Urban Cruiser,1,0.02
2026-05,60,Volvo,EX90,1,0.02
2026-06,1,Proton,e.MAS 5,1309,21.06
2026-06,2,Proton,e.MAS 7,579,9.32
2026-06,3,Tesla,Model Y,526,8.46
2026-06,4,Tesla,Model 3,409,6.58
2026-06,5,BYD,Atto 3,371,5.97
2026-06,6,Zeekr,7X,371,5.97
2026-06,7,iCaur,iCaur V23,282,4.54
2026-06,8,BYD,Sealion,253,4.07
2026-06,9,iCaur,iCaur 03,220,3.54
2026-06,10,BYD,Seal 6,213,3.43
2026-06,11,BYD,Atto 2,182,2.93
2026-06,12,Leapmotor,B10,171,2.75
2026-06,13,Xpeng,G6,142,2.28
2026-06,14,TQ Wuling,Bingo,120,1.93
2026-06,15,Leapmotor,C10,119,1.91
2026-06,16,MG,S5,105,1.69
2026-06,17,Great Wall,Ora,70,1.13
2026-06,18,Zeekr,009,70,1.13
2026-06,19,Perodua,QV-E,65,1.05
2026-06,20,Dong Feng,Box E3,60,0.97
2026-06,21,Volvo,EX30,52,0.84
2026-06,22,BMW,iX1,39,0.63
2026-06,23,Denza,D9,39,0.63
2026-06,24,Xpeng,X9,39,0.63
2026-06,25,BYD,M6,38,0.61
2026-06,26,Smart,Brabus,33,0.53
2026-06,27,BMW,i4,31,0.5
2026-06,28,Volvo,EC40,29,0.47
2026-06,29,Mini,Cooper,24,0.39
2026-06,30,Honda,e:N1,22,0.35
2026-06,31,BYD,Seal,19,0.31
2026-06,32,Mini,Aceman,18,0.29
2026-06,33,Mini,John Cooper Works,18,0.29
2026-06,34,Zeekr,X,18,0.29
2026-06,35,BMW,iX,16,0.26
2026-06,36,Porsche,Macan,16,0.26
2026-06,37,MG,MG4,15,0.24
2026-06,38,Mini,Countryman,14,0.23
2026-06,39,Volvo,ES90,14,0.23
2026-06,40,Chery,Omoda 5,13,0.21
2026-06,41,Porsche,Taycan,11,0.18
2026-06,42,BMW,i5,9,0.14
2026-06,43,Dong Feng,Vigo,7,0.11
2026-06,44,Neta,X,7,0.11
2026-06,45,Dong Feng,007,6,0.1
2026-06,46,GAC Aion,Y Plus Standard,6,0.1
2026-06,47,Volvo,EX90,4,0.06
2026-06,48,Lotus,Eletre,3,0.05
2026-06,49,Neta,V,3,0.05
2026-06,50,BMW,iX3,2,0.03
2026-06,51,GAC Aion,Y Plus Premium,2,0.03
2026-06,52,MG,Cyberster,2,0.03
2026-06,53,Weststar Maxus,MIFA 9,2,0.03
2026-06,54,BMW,i7,1,0.02
2026-06,55,BMW,iX2,1,0.02
2026-06,56,Ford,Mustang,1,0.02
2026-06,57,Mercedes Benz,EQC,1,0.02
2026-06,58,Mercedes Benz,EQV,1,0.02
2026-06,59,Mini,Convertible,1,0.02
2026-06,60,Toyota,bZ4X,1,0.02
2026-07,1,Proton,e.MAS 5,2402,34.63
2026-07,2,BYD,Atto 3,531,7.65
2026-07,3,Proton,e.MAS 7,526,7.58
2026-07,4,Tesla,Model Y,470,6.78
2026-07,5,Zeekr,7X,416,6.0
2026-07,6,iCaur,iCaur V23,258,3.72
2026-07,7,BYD,Sealion,251,3.62
2026-07,8,Leapmotor,B10,230,3.32
2026-07,9,BYD,Atto 2,212,3.06
2026-07,10,iCaur,iCaur 03,191,2.75
2026-07,11,Tesla,Model 3,135,1.95
2026-07,12,BYD,M6,109,1.57
2026-07,13,Perodua,QV-E,109,1.57
2026-07,14,Leapmotor,C10,107,1.54
2026-07,15,TQ Wuling,Bingo,102,1.47
2026-07,16,MG,S5,94,1.36
2026-07,17,BYD,Seal 6,92,1.33
2026-07,18,Great Wall,Ora,68,0.98
2026-07,19,Dong Feng,Box E3,66,0.95
2026-07,20,Xpeng,X9,47,0.68
2026-07,21,Denza,Z9GT,36,0.52
2026-07,22,Zeekr,009,34,0.49
2026-07,23,Honda,e:N1,33,0.48
2026-07,24,BMW,iX1,31,0.45
2026-07,25,BYD,Seal,31,0.45
2026-07,26,Porsche,Macan,30,0.43
2026-07,27,Mini,John Cooper Works,29,0.42
2026-07,28,Denza,D9,28,0.4
2026-07,29,Smart,Brabus,28,0.4
2026-07,30,Zeekr,X,26,0.37
2026-07,31,Xpeng,G6,25,0.36
2026-07,32,BMW,iX,18,0.26
2026-07,33,Mini,Cooper,14,0.2
2026-07,34,Porsche,Taycan,14,0.2
2026-07,35,BMW,i4,12,0.17
2026-07,36,BMW,i5,12,0.17
2026-07,37,Chery,Omoda 5,12,0.17
2026-07,38,Volvo,EX30,12,0.17
2026-07,39,Volvo,EC40,10,0.14
2026-07,40,Dong Feng,007,8,0.12
2026-07,41,Mini,Aceman,8,0.12
2026-07,42,MG,Cyberster,7,0.1
2026-07,43,Neta,X,7,0.1
2026-07,44,MG,MG4,6,0.09
2026-07,45,BMW,iX2,5,0.07
2026-07,46,Neta,V,5,0.07
2026-07,47,Mercedes Benz,CLA,4,0.06
2026-07,48,Toyota,Hilux,4,0.06
2026-07,49,Toyota,Urban Cruiser,4,0.06
2026-07,50,Volvo,ES90,4,0.06
2026-07,51,Dong Feng,Vigo,3,0.04
2026-07,52,Lotus,Eletre,3,0.04
2026-07,53,Toyota,bZ4X,3,0.04
2026-07,54,Cam,EA4,2,0.03
2026-07,55,Lotus,Emeya,2,0.03
2026-07,56,Mercedes Benz,EQS,2,0.03
2026-07,57,Mini,Countryman,2,0.03
2026-07,58,BMW,iX3,1,0.01
2026-07,59,Hyundai,Ioniq 6,1,0.01
2026-07,60,Lexus,RZ,1,0.01
2026-07,61,Mini,Convertible,1,0.01
2026-07,62,Rolls Royce,Spectre,1,0.01
2026-07,63,Skyworth,RHD 620,1,0.01
2026-07,64,Volvo,EX90,1,0.01
