month,rank,make,model,units,share_pct
2026-03,25,Mercedes Benz,GLA,18,0.44
2026-03,26,Volkswagen,Golf,18,0.44
2026-03,27,Porsche,Cayenne,16,0.39
2026-03,28,Audi,Q7,15,0.37
2026-03,29,Toyota,Camry,12,0.29
2026-03,30,BMW,7 Series,10,0.24
2026-03,31,Lexus,NX,9,0.22
2026-03,32,Mercedes Benz,A-Class,9,0.22
2026-03,33,Great Wall,Tank 500,8,0.2
2026-03,34,Lexus,LBX,8,0.2
2026-03,35,Mercedes Benz,S-Class,8,0.2
2026-03,36,Omoda Jaecoo,Omoda 9,6,0.15
2026-03,37,Hyundai,Tucson,5,0.12
2026-03,38,Lexus,LM,5,0.12
2026-03,39,Toyota,Alphard,4,0.1
2026-03,40,GAC,M8,3,0.07
2026-03,41,Omoda Jaecoo,Jaecoo J5,2,0.05
2026-03,42,Toyota,Innova Zenix,2,0.05
2026-03,43,Toyota,Vellfire,2,0.05
2026-03,44,Jetour,T1,1,0.02
2026-03,45,Jetour,T2,1,0.02
2026-03,46,Lamborghini,Revuelto,1,0.02
2026-03,47,Lexus,LS,1,0.02
2026-03,48,Mazda,CX-8,1,0.02
2026-03,49,Mercedes Benz,AMG GT,1,0.02
2026-03,50,Porsche,911 Carrera,1,0.02
2026-03,51,Toyota,Harrier,1,0.02
2026-03,52,Volvo,XC40,1,0.02
2026-04,1,Proton,e.MAS 7 PHEV,1013,20.5
2026-04,2,Toyota,Vios,645,13.05
2026-04,3,Toyota,Corolla Cross,580,11.74
2026-04,4,Chery,Tiggo,348,7.04
2026-04,5,Great Wall,Haval H6,280,5.67
2026-04,6,Honda,HR-V,238,4.82
2026-04,7,Honda,CR-V,222,4.49
2026-04,8,Great Wall,Wey G9,189,3.82
2026-04,9,Mercedes Benz,C-Class,153,3.1
2026-04,10,Nissan,Serena,148,2.99
2026-04,11,Mercedes Benz,GLC,132,2.67
2026-04,12,Honda,City,124,2.51
2026-04,13,Mercedes Benz,E-Class,117,2.37
2026-04,14,Omoda Jaecoo,Omoda 9,96,1.94
2026-04,15,Nissan,Kicks,93,1.88
2026-04,16,Omoda Jaecoo,Jaecoo J7,76,1.54
2026-04,17,Mercedes Benz,GLA,51,1.03
2026-04,18,Honda,Civic,44,0.89
2026-04,19,Toyota,Camry,44,0.89
2026-04,20,Mercedes Benz,A-Class,42,0.85
2026-04,21,BMW,5 Series,30,0.61
2026-04,22,BMW,X3,29,0.59
2026-04,23,Toyota,Crown,29,0.59
2026-04,24,Lexus,RX,24,0.49
2026-04,25,Mercedes Benz,GLE,22,0.45
2026-04,26,Volvo,XC60,21,0.42
2026-04,27,Toyota,Harrier,17,0.34
2026-04,28,Volvo,XC90,14,0.28
2026-04,29,Audi,Q7,12,0.24
2026-04,30,Great Wall,Tank 500,11,0.22
2026-04,31,Porsche,Cayenne,11,0.22
2026-04,32,Toyota,Alphard,10,0.2
2026-04,33,Volkswagen,Golf,10,0.2
2026-04,34,Hyundai,Tucson,8,0.16
2026-04,35,Lexus,LBX,8,0.16
2026-04,36,Lexus,NX,7,0.14
2026-04,37,Toyota,Vellfire,7,0.14
2026-04,38,BMW,7 Series,6,0.12
2026-04,39,Hyundai,Santa Fe,6,0.12
2026-04,40,Lexus,LM,6,0.12
2026-04,41,Toyota,Innova Zenix,5,0.1
2026-04,42,Mercedes Benz,GLS,2,0.04
2026-04,43,Mercedes Benz,S-Class,2,0.04
2026-04,44,GAC,M8,1,0.02
2026-04,45,Honda,STEPWGN,1,0.02
2026-04,46,LEVC,TX,1,0.02
2026-04,47,Lexus,LS,1,0.02
2026-04,48,Mazda,CX-8,1,0.02
2026-04,49,Mitsubishi,Delica,1,0.02
2026-04,50,Toyota,Century,1,0.02
2026-04,51,Toyota,Prius,1,0.02
2026-04,52,Toyota,Voxy,1,0.02
2026-04,53,Toyota,Yaris Cross,1,0.02
2026-05,1,Proton,e.MAS 7 PHEV,1181,23.14
2026-05,2,Toyota,Vios,588,11.52
2026-05,3,Toyota,Yaris Cross,504,9.88
2026-05,4,Toyota,Corolla Cross,493,9.66
2026-05,5,Chery,Tiggo,308,6.04
2026-05,6,Great Wall,Haval H6,287,5.62
2026-05,7,Honda,CR-V,247,4.84
2026-05,8,Honda,HR-V,204,4.0
2026-05,9,Great Wall,Wey G9,203,3.98
2026-05,10,Nissan,Serena,170,3.33
2026-05,11,Honda,City,121,2.37
2026-05,12,Omoda Jaecoo,Jaecoo J7,94,1.84
2026-05,13,Nissan,Kicks,72,1.41
2026-05,14,Mercedes Benz,GLC,68,1.33
2026-05,15,Omoda Jaecoo,Omoda 9,67,1.31
2026-05,16,BMW,X3,59,1.16
2026-05,17,Mercedes Benz,E-Class,46,0.9
2026-05,18,Honda,Civic,45,0.88
2026-05,19,Toyota,Camry,39,0.76
2026-05,20,Mercedes Benz,C-Class,26,0.51
2026-05,21,Toyota,Crown,22,0.43
2026-05,22,Mercedes Benz,GLA,20,0.39
2026-05,23,BMW,5 Series,17,0.33
2026-05,24,Lexus,RX,16,0.31
2026-05,25,Volkswagen,Golf,16,0.31
2026-05,26,Volvo,XC60,16,0.31
2026-05,27,Hyundai,Tucson,14,0.27
2026-05,28,Mercedes Benz,GLE,14,0.27
2026-05,29,Toyota,Harrier,13,0.25
2026-05,30,Volvo,XC90,12,0.24
2026-05,31,Great Wall,Tank 500,11,0.22
2026-05,32,Audi,Q7,10,0.2
2026-05,33,Lexus,LBX,9,0.18
2026-05,34,Porsche,Cayenne,9,0.18
2026-05,35,Toyota,Innova Zenix,9,0.18
2026-05,36,Lexus,LM,8,0.16
2026-05,37,Mazda,CX-60,8,0.16
2026-05,38,Toyota,Vellfire,7,0.14
2026-05,39,Hyundai,Santa Fe,6,0.12
2026-05,40,Lexus,NX,6,0.12
2026-05,41,Mazda,CX-8,5,0.1
2026-05,42,Mercedes Benz,A-Class,5,0.1
2026-05,43,Toyota,Alphard,5,0.1
2026-05,44,GAC,M8,4,0.08
2026-05,45,Mercedes Benz,S-Class,4,0.08
2026-05,46,Mercedes Benz,GLB,3,0.06
2026-05,47,BMW,7 Series,2,0.04
2026-05,48,Great Wall,Tank 300,2,0.04
2026-05,49,Denza,B8,1,0.02
2026-05,50,Ferrari,296,1,0.02
2026-05,51,Ferrari,SF90,1,0.02
2026-05,52,Lamborghini,Revuelto,1,0.02
2026-05,53,Lexus,ES,1,0.02
2026-05,54,Mercedes Benz,GLS,1,0.02
2026-05,55,Toyota,C-HR,1,0.02
2026-05,56,Toyota,Prius,1,0.02
2026-06,1,Proton,e.MAS 7 PHEV,1138,20.16
2026-06,2,Toyota,Yaris Cross,614,10.87
2026-06,3,Toyota,Corolla Cross,558,9.88
2026-06,4,Toyota,Vios,532,9.42
2026-06,5,Chery,Tiggo,380,6.73
2026-06,6,Great Wall,Haval H6,328,5.81
2026-06,7,Great Wall,Wey G9,315,5.58
2026-06,8,Honda,HR-V,250,4.43
2026-06,9,Nissan,Serena,213,3.77
2026-06,10,Honda,CR-V,196,3.47
2026-06,11,Omoda Jaecoo,Jaecoo J7,145,2.57
2026-06,12,Honda,City,106,1.88
2026-06,13,Honda,Civic,105,1.86
2026-06,14,Mercedes Benz,E-Class,64,1.13
2026-06,15,Mercedes Benz,GLC,62,1.1
2026-06,16,BMW,X3,60,1.06
2026-06,17,Volvo,XC60,45,0.8
2026-06,18,Nissan,Kicks,44,0.78
2026-06,19,Toyota,Camry,40,0.71
2026-06,20,Omoda Jaecoo,Omoda 9,36,0.64
2026-06,21,Mercedes Benz,C-Class,33,0.58
2026-06,22,Toyota,Crown,32,0.57
2026-06,23,BMW,5 Series,30,0.53
2026-06,24,Lexus,RX,26,0.46
2026-06,25,Mercedes Benz,GLE,26,0.46
2026-06,26,Volkswagen,Golf,25,0.44
2026-06,27,Hyundai,Tucson,22,0.39
2026-06,28,Audi,Q7,18,0.32
2026-06,29,Toyota,Harrier,18,0.32
2026-06,30,Volvo,XC90,18,0.32
2026-06,31,Lexus,LBX,17,0.3
2026-06,32,Toyota,Vellfire,15,0.27
2026-06,33,Toyota,Alphard,13,0.23
2026-06,34,Lexus,NX,12,0.21
2026-06,35,Denza,B8,11,0.19
2026-06,36,Lexus,LM,11,0.19
2026-06,37,Mercedes Benz,GLA,11,0.19
2026-06,38,Porsche,Cayenne,11,0.19
2026-06,39,Great Wall,Tank 500,10,0.18
2026-06,40,BMW,7 Series,9,0.16
2026-06,41,Great Wall,Tank 300,8,0.14
2026-06,42,Hyundai,Santa Fe,7,0.12
2026-06,43,Mercedes Benz,A-Class,6,0.11
2026-06,44,Mazda,CX-60,5,0.09
2026-06,45,Mercedes Benz,GLB,4,0.07
2026-06,46,Mazda,CX-8,3,0.05
2026-06,47,Mercedes Benz,S-Class,3,0.05
2026-06,48,Toyota,Innova Zenix,3,0.05
2026-06,49,GAC,M8,2,0.04
2026-06,50,Audi,S5,1,0.02
2026-06,51,Ferrari,296,1,0.02
2026-06,52,Jetour,T2,1,0.02
2026-06,53,Lexus,ES,1,0.02
2026-06,54,Toyota,Prius,1,0.02
2026-06,55,Toyota,Voxy,1,0.02
2026-07,1,Proton,e.MAS 7 PHEV,872,15.51
2026-07,2,Toyota,Yaris Cross,715,12.72
2026-07,3,Toyota,Corolla Cross,641,11.4
2026-07,4,Toyota,Vios,627,11.15
2026-07,5,Great Wall,Haval H6,328,5.83
2026-07,6,Great Wall,Wey G9,323,5.75
2026-07,7,Nissan,Serena,294,5.23
2026-07,8,Honda,HR-V,262,4.66
2026-07,9,Chery,Tiggo,251,4.46
2026-07,10,Honda,CR-V,183,3.26
2026-07,11,Omoda Jaecoo,Jaecoo J7,122,2.17
2026-07,12,Mercedes Benz,C-Class,66,1.17
2026-07,13,Honda,Civic,65,1.16
2026-07,14,BMW,X3,64,1.14
2026-07,15,Mercedes Benz,E-Class,59,1.05
2026-07,16,Mercedes Benz,GLC,56,1.0
2026-07,17,Nissan,Kicks,46,0.82
2026-07,18,Toyota,Camry,46,0.82
2026-07,19,Toyota,Crown,41,0.73
2026-07,20,Volkswagen,Tayron,40,0.71
2026-07,21,Honda,City,37,0.66
2026-07,22,Omoda Jaecoo,Omoda 9,36,0.64
2026-07,23,Jetour,T2,34,0.6
2026-07,24,Toyota,Harrier,33,0.59
2026-07,25,Lexus,RX,28,0.5
2026-07,26,Honda,Prelude,26,0.46
2026-07,27,BMW,5 Series,23,0.41
2026-07,28,Audi,Q7,22,0.39
2026-07,29,Hyundai,Tucson,22,0.39
2026-07,30,Mercedes Benz,GLE,20,0.36
2026-07,31,Mazda,CX-8,18,0.32
2026-07,32,Toyota,Alphard,17,0.3
2026-07,33,Lexus,LM,16,0.28
2026-07,34,Mercedes Benz,GLB,16,0.28
2026-07,35,Hyundai,Santa Fe,15,0.27
2026-07,36,Lexus,LBX,15,0.27
2026-07,37,Volkswagen,Golf,15,0.27
2026-07,38,Mercedes Benz,GLA,13,0.23
2026-07,39,Toyota,Innova Zenix,13,0.23
2026-07,40,Volvo,XC90,13,0.23
2026-07,41,Great Wall,Tank 500,12,0.21
2026-07,42,Volvo,XC60,9,0.16
2026-07,43,Great Wall,Tank 300,8,0.14
2026-07,44,Lexus,NX,8,0.14
2026-07,45,BMW,7 Series,7,0.12
2026-07,46,Mercedes Benz,A-Class,7,0.12
2026-07,47,Mercedes Benz,S-Class,7,0.12
2026-07,48,Porsche,Cayenne,7,0.12
2026-07,49,Toyota,Vellfire,4,0.07
2026-07,50,Mazda,CX-60,3,0.05
2026-07,51,Denza,B8,2,0.04
2026-07,52,Ferrari,SF90,2,0.04
2026-07,53,Honda,STEPWGN,2,0.04
2026-07,54,Lexus,ES,2,0.04
2026-07,55,Bentley,Continental GT,1,0.02
2026-07,56,Ferrari,296,1,0.02
2026-07,57,GAC,M8,1,0.02
2026-07,58,Honda,Odyssey,1,0.02
2026-07,59,Jeep,Cherokee,1,0.02
2026-07,60,Lamborghini,Revuelto,1,0.02
2026-07,61,Porsche,911,1,0.02
2026-07,62,Porsche,Panamera,1,0.02
2026-07,63,Toyota,Prius,1,0.02
